startup_name,sector,stage,region,business_model,founded_year,team_size,founder_count,founder_experience_years,has_technical_founder,funding_total_usd,monthly_burn_usd,runway_months,revenue_growth_pct,customer_growth_pct,churn_pct,burn_multiple,annual_revenue_run_rate,description,founder_bios,recent_update,failed_within_24_months,risk_score
EcommerceLabs0570,ecommerce,pre_seed,asia,b2b,2025,10,3,16,1,865170,15000,7.8,94.5,224.3,30.6,1.1,9028,"pre seed B2B startup building a inventory and fulfillment software for merchants. Team messaging emphasizes growing revenue base and experienced founders, while operating in a market facing high burn and limited runway.",Founding team of 3. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 94.5% revenue growth, 30.6% churn, and approximately 7.8 months of runway. Leadership says demand in ecommerce remains mixed.",1,0.57
AiToolsLabs0571,ai_tools,series_a,latam,b2b,2025,77,3,2,0,10721725,31894,27.0,165.3,64.5,12.5,2.72,13174362,"series a B2B startup building a multimodal search and reasoning tools. Team messaging emphasizes experienced founders and capital efficient, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 3. Combined founder experience averages about 2 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 165.3% revenue growth, 12.5% churn, and approximately 27.0 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.36
EcommerceLabs0572,ecommerce,pre_seed,europe,b2b,2018,10,1,12,1,930922,15000,5.3,5.5,213.9,22.5,3.73,383581,"pre seed B2B startup building a creator-led commerce infrastructure. Team messaging emphasizes repeatable acquisition engine and growing revenue base, while operating in a market facing high burn and limited runway.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 5.5% revenue growth, 22.5% churn, and approximately 5.3 months of runway. Leadership says demand in ecommerce remains fragile.",1,0.82
AiToolsLabs0573,ai_tools,seed,us,b2b,2018,25,2,20,1,1598278,15000,29.5,1.3,277.1,26.5,3.67,53662,"seed B2B startup building a multimodal search and reasoning tools. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing unclear differentiation and crowded market.",Founding team of 2. Combined founder experience averages about 20 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 1.3% revenue growth, 26.5% churn, and approximately 29.5 months of runway. Leadership says demand in ai_tools remains fragile.",1,0.6
SaasLabs0574,saas,seed,europe,b2c,2021,11,1,12,1,4415365,15000,21.6,30.1,143.0,2.6,3.49,1200496,"seed B2C startup building a analytics dashboard for mid-market companies. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing unclear differentiation and high burn.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 30.1% revenue growth, 2.6% churn, and approximately 21.6 months of runway. Leadership says demand in saas remains mixed.",0,0.19
FintechLabs0575,fintech,series_a,asia,b2b,2022,55,4,20,1,4629867,15000,3.5,67.6,5.1,10.8,5.84,5743176,"series a B2B startup building a compliance-first banking infrastructure. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing weak retention and limited runway.",Founding team of 4. Combined founder experience averages about 20 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 67.6% revenue growth, 10.8% churn, and approximately 3.5 months of runway. Leadership says demand in fintech remains mixed.",1,0.69
EcommerceLabs0576,ecommerce,seed,africa,b2b,2023,9,3,12,1,4625096,26904,16.5,123.7,38.6,14.3,3.52,4583690,"seed B2B startup building a inventory and fulfillment software for merchants. Team messaging emphasizes strong retention and clear product-market fit, while operating in a market facing limited runway and weak retention.",Founding team of 3. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 123.7% revenue growth, 14.3% churn, and approximately 16.5 months of runway. Leadership says demand in ecommerce remains mixed.",0,0.17
HealthtechLabs0577,healthtech,pre_seed,africa,b2b,2022,2,3,15,1,426947,15000,7.5,74.9,120.9,34.9,0.68,623357,"pre seed B2B startup building a remote monitoring tools for outpatient care. Team messaging emphasizes repeatable acquisition engine and clear product-market fit, while operating in a market facing high burn and unclear differentiation.",Founding team of 3. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 74.9% revenue growth, 34.9% churn, and approximately 7.5 months of runway. Leadership says demand in healthtech remains mixed.",0,0.42
LogisticsLabs0578,logistics,pre_seed,africa,b2b2c,2019,3,1,13,0,1296939,15000,26.4,187.1,295.1,34.3,4.63,684831,"pre seed B2B2C startup building a route optimization platform for fleet operators. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 1. Combined founder experience averages about 13 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 187.1% revenue growth, 34.3% churn, and approximately 26.4 months of runway. Leadership says demand in logistics remains mixed.",0,0.43
CybersecurityLabs0579,cybersecurity,seed,asia,b2b2c,2023,20,4,8,1,4641592,15000,28.0,22.4,260.1,14.6,0.53,5777851,"seed B2B2C startup building a identity security tools for modern enterprises. Team messaging emphasizes repeatable acquisition engine and capital efficient, while operating in a market facing go-to-market challenges and crowded market.",Founding team of 4. Combined founder experience averages about 8 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 22.4% revenue growth, 14.6% churn, and approximately 28.0 months of runway. Leadership says demand in cybersecurity remains mixed.",0,0.26
EcommerceLabs0580,ecommerce,seed,latam,b2b2c,2024,9,2,1,1,4972500,33118,19.2,177.7,282.8,12.1,2.37,4246312,"seed B2B2C startup building a creator-led commerce infrastructure. Team messaging emphasizes repeatable acquisition engine and strong retention, while operating in a market facing weak retention and crowded market.",Founding team of 2. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 177.7% revenue growth, 12.1% churn, and approximately 19.2 months of runway. Leadership says demand in ecommerce remains mixed.",0,0.25
AiToolsLabs0581,ai_tools,series_a,asia,b2b,2021,45,2,15,1,5939552,21309,22.2,33.9,26.8,3.2,0.73,5146047,"series a B2B startup building a AI copilots for enterprise productivity. Team messaging emphasizes capital efficient and growing revenue base, while operating in a market facing unclear differentiation and high burn.",Founding team of 2. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 33.9% revenue growth, 3.2% churn, and approximately 22.2 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.1
